elbow_angle,back_angle
27,95.96448710125314
25,95.68965934978915
24,95.25140182185062
22,95.4403320310055
23,95.40100080017432
22,95.21328240475523
21,95.40100080017432
26,95.60743196069176
107,95.2322728781318
33,95.21328240475523
28,95.02407525853955
25,94.8333657567199
24,94.86899697409255
24,94.43103931291353
24,94.2208189452865
25,94.2208189452865
26,94.25208582413912
25,94.23639479905884
27,94.0252895798274
28,94.01048467051676
30,94.46385118196838
29,94.90515614087626
31,94.90515614087626
34,94.88700983492151
39,95.13637849242774
138,95.13637849242774
74,95.34917742952928
168,95.34917742952928
143,95.58260575653108
129,96.03151461063364
157,96.45881637871868
158,96.45881637871868
161,96.43473915103672
163,95.98666406760992
167,96.12325461866143
166,95.97432328648064
166,96.17017509502962
165,95.0553135180542
167,95.0553135180542
166,93.97555367260352
167,94.83658344573531
168,94.61771197249394
169,95.03604429523888
169,95.27389595735175
169,95.95142227887936
170,95.71059313749964
171,95.73249519282164
171,95.77680548804769
171,95.7545653311022
171,95.77680548804769
171,95.84456587738688
171,96.04409216224111
171,96.290670773355
171,95.82180374999987
171,95.5993393365206
171,95.62124306643948
171,95.91392904080058
171,95.93741609948152
171,95.71059313749964
171,95.9610897825786
171,96.64307410258122
171,96.1886159632416
172,96.26349061433454
171,96.21337526527836
172,96.66961984231234
172,96.66961984231234
172,97.60983715755196
172,97.60983715755196
172,97.64040676102675
172,97.671221483262
171,97.73359809902288
172,97.76516601842536
171,98.19611128752469
170,99.1178627537958
170,99.30994017498604
171,98.78116273438548
170,98.74616226255522
170,99.00850374202516
170,99.53846273398614
168,99.30994017498604
168,99.30994017498604
165,98.88785169121974
164,99.38551826004309
165,99.38551826004309
164,99.61582694325656
163,99.7666793957727
163,100.44942815776926
161,100.14079314611278
162,99.65029981281192
159,99.68339807364204
159,99.86580694308437
155,99.78993109998638
150,99.53489440419096
142,99.89392066973542
154,99.35549365653009
179,98.8276872210731
78,98.40337109056084
98,98.61564818416412
124,98.61564818416412
40,98.8276872210731
35,99.25102957207768
35,99.6733554324035
36,99.5690844065372
108,98.71316728807813
26,98.53076560994812
25,97.72552182512348
24,97.50734666694969
23,97.04332090115778
21,96.8253264644756
18,96.10005996032169
16,96.2687209561442
17,96.69724432894584
18,96.88539785017232
18,97.09840428415824
18,97.52382043863864
18,97.52382043863864
18,97.91890243837724
17,98.130102354156
17,98.55183023382004
16,98.55183023382004
16,98.52027187755392
15,98.3102771675242
15,98.27969934975847
15,98.27969934975847
16,98.52027187755392
15,98.76234751057471
16,98.37211054329252
17,98.1908613764634
18,97.5519914314231
17,97.09840428415824
18,96.88539785017232
18,96.8597600055258
20,96.834311475089
22,96.8597600055258
